CursorX,CursorY,LeftX,RightX,LeftY,RightY,LeftW,LeftH,RighttW,RightH,Origin_left_X,Origin_left_Y,Origin_right_X,Origin_right_Y
1364,11,264,245,335,247,31.57530680769389,11.180339887498947,31.064449134018133,11.0,239,233,311,238
1362,8,266,245,338,247,32.55764119219941,10.19803902718557,32.0624390837628,11.0,241,234,313,239
1360,8,268,245,340,247,32.55764119219941,12.165525060596437,33.13608305156178,11.045361017187261,242,234,315,238
1359,8,269,245,341,247,32.55764119219941,12.165525060596437,32.0624390837628,12.0,243,234,317,238
1356,8,270,245,342,247,32.55764119219941,12.36931687685298,32.0624390837628,12.0,244,234,317,238
1354,8,271,244,343,247,32.55764119219941,12.165525060596437,31.064449134018133,12.0,245,233,319,238
1348,11,272,245,344,247,33.37663853655727,12.165525060596437,33.060550509633075,11.0,245,234,318,238
1341,15,270,246,342,246,32.7566787083184,12.165525060596437,33.060550509633075,13.0,244,234,317,237
1341,15,269,246,342,247,33.54101966249684,12.165525060596437,33.060550509633075,12.0,243,234,316,238
1341,15,269,246,341,247,32.7566787083184,12.165525060596437,33.13608305156178,11.045361017187261,243,234,316,238
1341,15,269,246,341,247,32.55764119219941,12.165525060596437,33.060550509633075,12.041594578792294,243,235,316,239
1341,15,269,247,341,248,33.54101966249684,11.180339887498947,32.0624390837628,12.041594578792294,242,235,316,239
1341,15,269,250,333,253,29.1547594742265,8.246211251235321,29.0,8.0,246,241,315,244
1341,15,269,247,339,248,30.413812651491096,10.04987562112089,30.01666203960727,10.0,245,237,316,241
1341,15,270,247,341,247,32.38826948140329,10.19803902718557,32.0624390837628,11.045361017187261,244,235,317,239
1341,15,270,247,343,248,32.55764119219941,12.165525060596437,32.14031735997639,11.0,244,235,318,239
1342,15,273,247,345,248,33.54101966249684,12.165525060596437,32.0624390837628,12.041594578792294,247,236,320,239
1342,15,274,249,345,250,33.54101966249684,11.180339887498947,32.0624390837628,11.0,248,238,320,243
1344,14,274,249,346,249,32.55764119219941,11.180339887498947,31.144823004794876,11.045361017187261,249,238,322,241
1345,12,274,249,345,250,32.55764119219941,11.180339887498947,32.0624390837628,11.045361017187261,248,238,321,242
1345,12,274,249,345,249,32.55764119219941,12.041594578792294,31.144823004794876,12.041594578792294,248,238,322,241
1345,12,274,249,346,250,32.55764119219941,11.180339887498947,31.144823004794876,11.045361017187261,248,238,322,241
1345,12,275,249,346,250,32.38826948140329,11.180339887498947,31.144823004794876,11.045361017187261,249,238,322,242
1345,12,275,249,346,250,33.54101966249684,12.165525060596437,31.064449134018133,12.0,248,238,322,243
1345,12,275,250,346,250,33.54101966249684,11.180339887498947,32.14031735997639,12.041594578792294,248,238,322,241
1345,12,274,250,346,250,32.55764119219941,11.180339887498947,31.064449134018133,12.0,249,239,321,242
1345,12,274,252,345,251,32.38826948140329,11.045361017187261,31.064449134018133,11.045361017187261,248,241,321,244
1345,12,275,254,331,259,29.27456233660889,9.219544457292889,29.017236257093817,9.0,252,245,321,248
1345,12,276,252,346,253,31.40063693621516,10.19803902718557,31.064449134018133,10.0,251,242,322,245
1345,12,275,251,346,252,32.38826948140329,10.19803902718557,31.064449134018133,10.04987562112089,250,241,323,244
1345,12,277,252,347,252,32.55764119219941,10.04987562112089,31.064449134018133,11.045361017187261,251,241,323,245
1345,12,277,253,347,253,32.55764119219941,11.045361017187261,31.064449134018133,11.0,251,242,323,245
1345,12,276,252,347,252,33.54101966249684,10.19803902718557,31.144823004794876,11.045361017187261,250,241,323,245
1345,12,276,252,347,253,32.38826948140329,11.045361017187261,30.06659275674582,11.0,251,242,323,245
1345,12,277,253,348,253,32.55764119219941,10.19803902718557,31.064449134018133,11.0,251,242,323,246
1345,12,276,252,348,252,33.54101966249684,11.180339887498947,31.064449134018133,11.045361017187261,250,241,324,245
1345,12,277,252,348,252,32.38826948140329,11.180339887498947,30.06659275674582,11.0,252,241,324,244
1345,12,277,252,349,253,33.37663853655727,10.19803902718557,31.144823004794876,11.045361017187261,251,241,325,244
1345,12,277,252,348,253,32.38826948140329,11.180339887498947,31.064449134018133,11.0,251,241,323,245
1345,12,278,252,348,253,33.54101966249684,10.19803902718557,31.144823004794876,11.0,251,241,324,245
1345,12,278,252,349,254,32.55764119219941,10.19803902718557,30.06659275674582,11.045361017187261,253,241,325,246
1345,12,279,252,349,253,31.40063693621516,11.180339887498947,30.06659275674582,11.045361017187261,254,241,326,245
1345,12,279,252,349,253,32.55764119219941,11.180339887498947,30.14962686336267,11.045361017187261,253,241,326,245
1345,12,278,252,349,253,32.55764119219941,11.180339887498947,31.064449134018133,12.0,252,241,325,244
1345,28,278,253,348,253,33.54101966249684,11.180339887498947,31.064449134018133,11.045361017187261,251,241,324,246
1359,253,278,252,348,253,32.55764119219941,11.180339887498947,31.064449134018133,11.0,252,241,324,245
1352,396,277,252,348,253,34.52535300326414,11.180339887498947,32.0624390837628,11.045361017187261,250,240,324,244
1352,396,276,252,348,252,32.38826948140329,10.19803902718557,31.064449134018133,11.0,251,241,323,245
1351,421,276,252,348,253,33.54101966249684,11.180339887498947,31.064449134018133,11.0,250,241,324,245
1339,624,276,252,347,252,33.54101966249684,11.180339887498947,32.14031735997639,12.041594578792294,250,240,323,243
1342,706,276,253,346,254,32.55764119219941,11.180339887498947,31.064449134018133,11.045361017187261,250,242,322,246
1344,725,275,254,346,256,31.40063693621516,10.19803902718557,31.016124838541643,10.04987562112089,251,244,322,248
1351,749,275,255,346,257,31.256999216175565,10.19803902718557,30.01666203960727,10.0,251,245,323,249
1351,766,275,256,346,257,31.40063693621516,10.19803902718557,30.06659275674582,11.0,251,245,323,249
1351,766,276,256,347,258,31.40063693621516,10.04987562112089,30.01666203960727,9.0,251,246,322,251
1351,766,276,257,346,259,31.40063693621516,10.19803902718557,30.01666203960727,10.04987562112089,251,246,324,250
1351,764,276,257,346,259,31.40063693621516,8.06225774829855,29.017236257093817,9.0,252,247,324,250
1351,763,275,257,346,260,30.413812651491096,9.055385138137417,30.01666203960727,10.0,252,247,324,251
1351,763,276,258,348,260,31.256999216175565,9.219544457292889,30.01666203960727,9.0,252,248,324,251
1351,763,276,257,347,259,31.40063693621516,9.055385138137417,31.016124838541643,9.0,251,247,324,251
1351,763,276,257,348,259,31.256999216175565,9.219544457292889,29.017236257093817,9.0,252,248,325,251
1351,763,277,258,348,260,31.40063693621516,9.219544457292889,29.017236257093817,9.0,252,248,325,252
1351,763,276,258,347,261,31.40063693621516,9.219544457292889,30.01666203960727,10.0,252,248,324,252
1347,756,277,258,347,260,31.40063693621516,9.055385138137417,30.01666203960727,10.0,253,248,324,251
1346,753,277,260,341,263,30.14962686336267,7.280109889280519,29.017236257093817,7.0,254,251,324,255
1346,753,277,260,342,264,30.26549190084311,7.0710678118654755,29.017236257093817,7.0710678118654755,254,251,325,255
1346,753,276,258,342,262,30.26549190084311,8.06225774829855,29.017236257093817,9.0,253,249,325,253
1346,753,277,258,347,260,31.256999216175565,8.06225774829855,30.01666203960727,8.0,252,249,325,253
1346,753,276,258,347,260,31.256999216175565,9.219544457292889,30.01666203960727,8.06225774829855,252,248,325,252
1346,753,277,258,348,261,31.256999216175565,8.246211251235321,30.01666203960727,9.0,253,249,325,252
1346,753,277,257,347,261,31.256999216175565,8.06225774829855,30.0,9.0,253,248,325,252
1346,753,277,258,347,260,31.40063693621516,8.06225774829855,29.068883707497264,9.0,253,249,325,252
1346,753,276,258,347,260,30.26549190084311,9.055385138137417,29.017236257093817,10.04987562112089,253,248,325,251
1346,753,277,258,348,260,31.40063693621516,9.219544457292889,30.06659275674582,9.0,253,248,325,252
1346,753,277,258,348,261,31.40063693621516,8.246211251235321,30.01666203960727,9.0,253,249,325,252
1346,753,277,258,348,261,31.256999216175565,8.246211251235321,30.01666203960727,9.0,253,249,325,253
1346,753,277,258,348,260,31.256999216175565,8.06225774829855,30.01666203960727,9.0,253,248,326,252
1346,753,278,259,349,261,31.256999216175565,9.055385138137417,30.01666203960727,9.0,253,249,326,253
1346,753,278,258,349,261,31.40063693621516,9.219544457292889,30.01666203960727,9.0,254,248,326,252
1346,753,278,259,349,261,31.40063693621516,9.055385138137417,30.01666203960727,9.0,254,249,326,253
1346,753,278,259,349,261,31.40063693621516,9.055385138137417,30.01666203960727,10.0,254,249,326,252
1346,753,278,258,349,261,30.413812651491096,8.06225774829855,30.01666203960727,8.0,255,249,326,253
1346,753,279,258,349,261,31.256999216175565,8.06225774829855,29.017236257093817,9.0,255,249,327,252
1346,753,278,258,349,261,31.256999216175565,8.246211251235321,29.017236257093817,9.055385138137417,254,248,326,252
1346,753,278,259,349,261,31.256999216175565,9.219544457292889,30.06659275674582,9.0,254,249,326,252
1346,753,277,258,349,260,30.413812651491096,9.055385138137417,30.01666203960727,10.04987562112089,254,248,326,251
1346,753,277,258,348,261,31.40063693621516,9.055385138137417,30.01666203960727,10.04987562112089,253,248,326,252
1346,753,277,257,348,260,31.256999216175565,8.06225774829855,30.0,9.0,253,248,326,252
1346,753,278,258,349,261,32.38826948140329,9.055385138137417,30.06659275674582,10.0,253,248,326,252
1346,753,278,259,342,262,29.1547594742265,8.06225774829855,29.0,8.0,256,250,325,253
1346,753,278,259,342,262,30.14962686336267,7.0710678118654755,29.0,7.0,255,251,326,254
1346,753,278,258,349,260,30.14962686336267,8.06225774829855,29.017236257093817,8.0,255,249,327,252
1346,753,278,258,349,260,31.40063693621516,8.06225774829855,30.01666203960727,9.0,254,248,326,252
1346,753,279,257,349,261,31.256999216175565,8.06225774829855,30.01666203960727,8.0,254,248,326,252
1346,753,278,258,349,260,32.38826948140329,9.219544457292889,30.01666203960727,10.04987562112089,253,248,327,252
1346,753,278,257,349,261,32.2490309931942,8.06225774829855,30.0,9.0,253,248,326,252
1346,753,278,257,349,261,31.256999216175565,9.055385138137417,29.017236257093817,9.0,254,248,327,252
1346,753,278,257,348,260,31.40063693621516,8.246211251235321,30.01666203960727,9.0,254,248,326,251
1346,753,278,257,349,260,30.26549190084311,8.06225774829855,30.01666203960727,8.06225774829855,254,248,326,252
1346,753,278,258,343,261,31.40063693621516,8.246211251235321,30.0,9.0,254,248,326,252
1346,753,278,259,342,263,29.1547594742265,7.280109889280519,29.017236257093817,7.0,256,251,326,255
1346,753,278,258,348,260,30.26549190084311,8.06225774829855,30.01666203960727,9.0,254,249,326,252
1346,753,278,257,349,260,30.26549190084311,8.06225774829855,29.0,9.0,255,248,327,251
1346,753,278,257,349,260,30.26549190084311,8.06225774829855,30.0,9.0,254,248,326,252
1346,753,278,258,348,261,30.413812651491096,9.055385138137417,30.01666203960727,9.0,254,248,326,253
1346,753,278,258,348,261,32.38826948140329,8.246211251235321,31.016124838541643,8.0,252,249,326,253
1346,753,278,258,349,260,31.40063693621516,9.219544457292889,30.06659275674582,9.0,254,248,326,252
1346,753,278,257,349,260,32.38826948140329,10.04987562112089,30.01666203960727,10.0,253,247,326,251
1346,753,278,258,348,261,31.256999216175565,9.219544457292889,29.017236257093817,9.0,254,248,326,252
1346,753,276,260,342,263,29.1547594742265,6.0827625302982185,29.017236257093817,7.0,255,252,326,255
1346,753,277,259,343,261,30.14962686336267,7.0710678118654755,30.01666203960727,7.0,254,250,325,253
1346,753,277,257,342,261,30.26549190084311,8.06225774829855,30.0,9.0,254,248,326,252
1346,753,277,257,348,260,30.413812651491096,8.06225774829855,30.01666203960727,8.0,254,248,326,252
1346,753,277,258,342,261,31.256999216175565,8.06225774829855,30.01666203960727,9.0,253,249,325,252
1346,753,276,257,348,259,30.26549190084311,9.055385138137417,30.01666203960727,9.0,253,247,325,251
1346,753,276,257,348,259,30.26549190084311,8.06225774829855,30.01666203960727,9.0,253,247,325,251
1346,753,277,258,342,261,30.26549190084311,8.06225774829855,30.01666203960727,9.0,253,248,325,252
1249,752,277,257,348,260,31.256999216175565,8.06225774829855,30.01666203960727,9.0,253,248,325,251
957,760,276,257,348,260,31.256999216175565,9.055385138137417,30.01666203960727,9.0,252,248,325,251
654,767,277,257,348,261,31.256999216175565,8.246211251235321,30.01666203960727,8.0,253,248,325,252
422,767,276,257,348,260,31.40063693621516,9.219544457292889,30.01666203960727,10.04987562112089,252,247,325,251
327,765,277,257,347,260,31.40063693621516,9.055385138137417,30.01666203960727,9.0,253,247,325,251
327,745,276,258,347,260,31.256999216175565,8.06225774829855,31.064449134018133,9.0,252,248,324,251
378,717,274,257,340,261,31.256999216175565,8.246211251235321,30.01666203960727,9.0,250,248,323,251
327,715,272,258,338,261,31.256999216175565,9.055385138137417,29.017236257093817,9.0,250,249,322,252
327,715,269,257,336,260,31.40063693621516,8.06225774829855,30.01666203960727,9.0,247,247,320,251
197,709,267,257,333,259,31.256999216175565,8.06225774829855,30.01666203960727,9.0,245,247,317,250
118,700,265,257,331,260,31.256999216175565,8.246211251235321,31.064449134018133,8.0,243,248,315,251
53,723,257,256,330,260,30.26549190084311,8.246211251235321,31.0,8.0,242,248,314,251
0,750,262,257,328,259,30.26549190084311,9.055385138137417,30.01666203960727,9.0,241,247,313,250
0,750,261,257,327,260,30.14962686336267,8.06225774829855,30.01666203960727,9.0,240,248,311,251
6,749,259,257,326,260,30.26549190084311,10.19803902718557,31.016124838541643,11.045361017187261,238,247,310,250
14,747,260,257,326,260,30.14962686336267,9.055385138137417,30.01666203960727,10.0,238,248,310,250
29,741,258,257,325,260,29.427877939124325,9.055385138137417,30.0,9.0,238,247,309,251
29,741,258,259,323,263,29.27456233660889,7.280109889280519,30.01666203960727,8.06225774829855,238,249,307,254
29,741,259,258,324,263,29.27456233660889,8.246211251235321,30.01666203960727,9.0,238,249,308,254
29,741,259,258,325,261,30.26549190084311,9.055385138137417,31.0,10.0,238,248,309,251
29,741,260,258,326,261,30.26549190084311,9.055385138137417,30.0,9.055385138137417,238,248,310,252
29,741,259,258,325,261,30.413812651491096,10.04987562112089,31.016124838541643,10.0,238,248,309,251
29,741,264,261,329,265,28.284271247461902,8.06225774829855,30.06659275674582,8.0,240,251,309,256
29,741,259,260,324,263,29.27456233660889,8.06225774829855,30.0,9.0,238,251,308,254
29,741,258,259,324,261,30.26549190084311,9.055385138137417,31.0,9.0,236,249,308,252
29,741,258,259,324,263,29.27456233660889,9.055385138137417,31.0,10.04987562112089,237,249,308,253
29,741,258,259,324,262,30.26549190084311,9.055385138137417,30.01666203960727,10.0,237,249,308,252
29,741,258,259,324,261,29.27456233660889,9.055385138137417,30.0,9.0,237,249,308,252
29,741,258,259,324,261,29.27456233660889,9.055385138137417,31.0,9.055385138137417,237,249,308,252
29,741,260,258,325,262,30.26549190084311,9.055385138137417,31.0,10.0,238,249,308,252
29,741,259,258,325,262,30.26549190084311,8.06225774829855,31.0,10.04987562112089,237,248,309,252
29,741,259,258,324,262,30.413812651491096,8.246211251235321,30.0,10.04987562112089,237,248,308,252
29,741,262,260,328,264,29.1547594742265,7.0710678118654755,30.01666203960727,7.0710678118654755,239,251,308,255
29,741,259,258,324,262,29.1547594742265,8.06225774829855,30.0,8.0,238,249,308,253
29,741,258,258,324,261,29.1547594742265,9.055385138137417,30.0,9.0,237,249,308,252
29,741,258,258,323,261,30.26549190084311,9.055385138137417,32.0,10.0,236,248,307,251
29,741,258,258,323,261,30.413812651491096,8.06225774829855,30.0,9.0,236,249,307,252
29,741,257,258,323,261,29.27456233660889,9.219544457292889,30.01666203960727,10.0,236,248,307,251
29,741,257,258,323,261,29.1547594742265,8.06225774829855,30.01666203960727,10.0,236,249,307,251
29,741,257,258,323,260,30.26549190084311,9.055385138137417,31.016124838541643,10.04987562112089,236,248,307,251
29,741,258,258,323,262,30.413812651491096,10.04987562112089,31.016124838541643,10.04987562112089,236,248,307,252
29,741,258,257,323,260,30.26549190084311,8.246211251235321,31.016124838541643,9.0,236,248,307,251
29,741,258,257,324,260,29.27456233660889,8.06225774829855,31.016124838541643,10.0,237,247,307,250
29,741,258,257,324,260,30.26549190084311,9.055385138137417,31.016124838541643,10.0,237,247,308,250
29,741,259,258,324,261,30.26549190084311,10.04987562112089,31.016124838541643,10.04987562112089,237,248,308,251
29,741,261,259,327,261,29.068883707497264,8.06225774829855,30.01666203960727,8.06225774829855,238,249,307,252
29,741,257,257,323,260,29.27456233660889,9.055385138137417,30.01666203960727,9.0,236,248,307,251
29,741,258,258,322,260,29.27456233660889,9.219544457292889,31.016124838541643,10.0,237,248,306,250
29,741,258,258,323,260,29.27456233660889,9.219544457292889,31.016124838541643,9.0,237,248,306,251
29,741,258,258,323,260,30.26549190084311,9.055385138137417,31.016124838541643,9.0,236,248,306,251
29,741,261,261,326,264,29.1547594742265,7.0710678118654755,30.01666203960727,7.0710678118654755,237,252,306,256
29,741,259,260,322,262,29.27456233660889,8.06225774829855,30.0,9.055385138137417,237,251,306,253
29,741,258,259,323,262,29.1547594742265,9.055385138137417,30.01666203960727,10.0,237,250,307,252
29,741,258,259,323,261,30.26549190084311,8.246211251235321,30.01666203960727,9.0,236,250,307,252
29,741,257,259,322,261,29.27456233660889,9.219544457292889,31.016124838541643,9.055385138137417,236,249,306,252
29,741,257,259,321,261,29.1547594742265,10.19803902718557,31.016124838541643,9.055385138137417,236,249,305,252
29,741,257,259,322,261,30.26549190084311,9.219544457292889,31.0,9.0,235,249,306,252
29,741,257,259,322,261,29.27456233660889,9.055385138137417,31.016124838541643,9.0,236,249,306,252
29,741,257,259,322,261,29.27456233660889,9.055385138137417,31.016124838541643,9.055385138137417,236,249,306,252
29,741,257,259,322,261,30.26549190084311,9.055385138137417,31.016124838541643,10.0,235,249,306,251
29,741,258,259,322,261,30.26549190084311,9.055385138137417,31.016124838541643,10.0,236,249,306,251
29,741,258,258,323,260,30.26549190084311,9.219544457292889,31.016124838541643,9.055385138137417,236,248,307,251
29,741,258,258,323,261,30.26549190084311,10.19803902718557,31.016124838541643,10.04987562112089,236,248,307,251
29,741,258,259,323,261,30.26549190084311,9.055385138137417,31.016124838541643,10.0,236,249,307,251
29,741,257,259,322,261,30.26549190084311,9.055385138137417,31.016124838541643,10.0,235,249,305,251
29,741,257,257,322,259,29.1547594742265,9.055385138137417,31.016124838541643,10.04987562112089,236,248,306,249
29,741,257,256,323,258,30.26549190084311,9.219544457292889,31.016124838541643,9.0,235,247,306,249
29,741,258,257,324,260,29.27456233660889,9.055385138137417,31.064449134018133,10.04987562112089,237,247,308,250
29,741,258,257,323,260,30.14962686336267,9.055385138137417,30.0,10.0,236,248,307,250
29,741,258,258,323,260,30.26549190084311,9.055385138137417,31.016124838541643,9.0,237,248,307,251
29,741,258,257,324,259,30.26549190084311,9.055385138137417,31.016124838541643,10.04987562112089,237,247,308,249
29,741,258,256,324,258,29.27456233660889,9.055385138137417,31.016124838541643,10.0,237,245,308,248
29,741,258,258,324,260,30.26549190084311,9.055385138137417,31.064449134018133,10.0,236,248,307,250
29,741,258,258,324,261,30.26549190084311,9.055385138137417,31.016124838541643,10.04987562112089,237,248,307,251
29,741,263,261,326,263,28.0713376952364,7.0710678118654755,30.01666203960727,7.0710678118654755,240,252,307,255
29,741,260,259,324,261,29.1547594742265,8.246211251235321,30.01666203960727,9.0,238,250,308,252
29,741,258,258,323,260,30.26549190084311,9.055385138137417,31.016124838541643,9.0,237,248,307,251
29,741,258,258,323,260,30.14962686336267,9.055385138137417,31.016124838541643,9.055385138137417,236,249,307,251
29,741,256,258,322,260,29.27456233660889,8.246211251235321,30.06659275674582,10.0,236,249,306,250
29,741,256,257,322,259,30.14962686336267,9.055385138137417,30.01666203960727,9.0,234,248,306,250
29,741,257,257,322,259,30.14962686336267,9.219544457292889,31.016124838541643,9.0,235,247,306,250
29,741,256,257,321,260,30.26549190084311,9.055385138137417,30.01666203960727,9.055385138137417,234,248,305,251
34,658,255,258,321,260,30.26549190084311,9.219544457292889,31.016124838541643,9.0,233,248,305,251
37,327,254,258,320,260,29.27456233660889,8.06225774829855,30.01666203960727,9.0,233,249,304,251
45,29,254,257,319,259,29.1547594742265,8.06225774829855,31.016124838541643,9.055385138137417,233,248,304,250
25,0,254,257,320,259,30.26549190084311,9.055385138137417,31.016124838541643,9.055385138137417,233,247,304,250
18,0,254,257,320,259,29.27456233660889,8.06225774829855,30.01666203960727,9.0,233,248,304,250
14,0,252,256,318,258,30.26549190084311,9.219544457292889,32.01562118716424,10.04987562112089,231,246,302,249
12,0,252,256,318,258,29.27456233660889,8.246211251235321,30.01666203960727,9.0,231,246,302,249
11,2,246,251,315,254,31.256999216175565,11.045361017187261,31.144823004794876,11.0,228,243,300,244
11,6,244,251,315,254,30.413812651491096,12.041594578792294,32.14031735997639,12.041594578792294,228,242,299,243
11,9,245,251,315,253,30.26549190084311,11.045361017187261,32.0624390837628,11.045361017187261,228,242,299,243
13,10,245,250,315,254,31.256999216175565,11.180339887498947,32.2490309931942,11.045361017187261,228,242,299,243
14,10,245,251,315,255,31.40063693621516,11.180339887498947,32.0624390837628,11.045361017187261,228,243,299,245
14,10,246,250,315,254,31.40063693621516,11.045361017187261,33.13608305156178,11.045361017187261,228,242,299,244
14,10,246,251,316,253,31.40063693621516,11.180339887498947,33.24154027718932,13.038404810405298,229,241,300,242
14,10,245,251,315,255,32.38826948140329,11.045361017187261,33.13608305156178,11.045361017187261,227,242,299,244
14,10,246,251,316,254,31.40063693621516,12.041594578792294,33.24154027718932,13.038404810405298,228,242,300,243
14,10,246,251,316,254,31.40063693621516,12.041594578792294,32.14031735997639,12.041594578792294,228,242,300,243
14,10,246,251,316,253,31.40063693621516,12.041594578792294,33.24154027718932,12.041594578792294,229,241,300,242
14,10,246,251,315,255,30.413812651491096,12.165525060596437,33.13608305156178,11.0,228,242,299,244
14,10,245,252,315,256,30.413812651491096,11.045361017187261,31.144823004794876,11.045361017187261,229,244,299,246
14,10,246,253,315,257,29.27456233660889,9.219544457292889,30.06659275674582,10.0,230,247,300,248
14,10,245,252,315,256,30.413812651491096,9.055385138137417,32.14031735997639,10.0,229,244,300,246
14,10,246,252,316,255,31.40063693621516,11.045361017187261,32.14031735997639,11.045361017187261,229,243,300,245
14,10,246,251,316,254,31.40063693621516,11.045361017187261,32.14031735997639,11.045361017187261,229,243,300,244
14,10,246,251,317,254,31.40063693621516,12.041594578792294,33.13608305156178,12.0,229,242,300,243
14,10,247,251,316,255,31.40063693621516,11.180339887498947,32.14031735997639,11.0,229,243,300,245
14,10,247,251,317,254,31.40063693621516,11.045361017187261,32.14031735997639,12.041594578792294,229,242,301,243
14,10,247,251,317,254,30.413812651491096,12.165525060596437,32.14031735997639,12.041594578792294,229,242,301,243
14,10,247,251,316,255,30.413812651491096,11.180339887498947,33.13608305156178,12.0,229,242,300,244
14,10,246,251,317,255,31.40063693621516,11.180339887498947,33.24154027718932,11.045361017187261,229,242,300,244
14,10,246,251,316,255,31.40063693621516,12.165525060596437,32.14031735997639,11.0,229,243,300,245
14,10,246,251,317,255,31.40063693621516,11.045361017187261,32.14031735997639,11.045361017187261,229,242,301,245
14,10,246,251,317,254,31.57530680769389,11.180339887498947,33.24154027718932,12.041594578792294,229,242,301,243
14,10,246,251,317,255,31.40063693621516,12.041594578792294,32.14031735997639,11.045361017187261,229,243,301,245
14,10,247,251,317,255,31.40063693621516,11.180339887498947,32.14031735997639,12.041594578792294,229,242,301,244
14,10,247,250,317,254,31.40063693621516,12.041594578792294,33.13608305156178,12.041594578792294,229,242,301,243
14,10,247,251,317,255,30.413812651491096,11.045361017187261,32.14031735997639,12.041594578792294,230,242,301,244
14,10,246,251,316,254,31.40063693621516,11.180339887498947,32.14031735997639,11.045361017187261,229,242,300,244
14,10,247,251,317,254,30.413812651491096,12.041594578792294,33.13608305156178,12.041594578792294,230,241,300,243
14,10,247,251,317,254,31.40063693621516,12.165525060596437,33.24154027718932,12.041594578792294,229,242,301,243
14,10,247,251,317,254,31.40063693621516,11.180339887498947,33.24154027718932,12.041594578792294,229,242,301,243
14,10,254,255,316,257,29.1547594742265,9.055385138137417,30.06659275674582,9.055385138137417,232,246,301,248
14,10,246,252,317,256,30.26549190084311,10.04987562112089,31.064449134018133,10.04987562112089,230,244,301,246
14,10,246,251,316,255,30.26549190084311,11.045361017187261,32.14031735997639,11.045361017187261,229,244,300,245
14,10,246,251,316,255,30.413812651491096,11.045361017187261,32.2490309931942,11.045361017187261,229,243,300,244
14,10,245,252,316,255,31.40063693621516,10.04987562112089,32.2490309931942,12.041594578792294,228,243,300,244
14,10,246,251,316,254,30.413812651491096,11.045361017187261,32.14031735997639,11.045361017187261,229,242,300,244
14,10,247,251,317,255,31.40063693621516,11.180339887498947,32.2490309931942,11.045361017187261,229,242,301,244
14,10,246,251,317,255,31.40063693621516,12.165525060596437,33.24154027718932,12.041594578792294,229,243,300,244
14,10,246,251,317,254,30.413812651491096,11.045361017187261,32.2490309931942,12.041594578792294,230,242,301,243
14,10,246,252,316,255,30.413812651491096,11.045361017187261,32.14031735997639,12.041594578792294,229,243,300,244
14,10,246,252,317,255,31.40063693621516,11.180339887498947,32.14031735997639,12.041594578792294,229,243,301,244
14,10,246,252,316,254,32.38826948140329,11.180339887498947,34.23448553724738,12.041594578792294,228,243,300,243
14,10,246,251,316,255,31.256999216175565,11.180339887498947,33.24154027718932,12.041594578792294,229,243,300,244
14,10,246,251,317,255,31.256999216175565,11.180339887498947,33.13608305156178,11.0,229,243,300,245
14,10,246,252,316,256,30.413812651491096,11.045361017187261,32.14031735997639,11.0,230,243,300,245
14,10,246,251,317,255,30.413812651491096,11.045361017187261,32.14031735997639,12.041594578792294,230,243,301,244
14,10,246,252,316,255,31.40063693621516,11.180339887498947,32.14031735997639,11.045361017187261,229,243,300,245
14,10,247,251,317,255,32.38826948140329,12.041594578792294,33.13608305156178,12.041594578792294,228,242,301,244
14,10,246,252,316,255,31.40063693621516,12.041594578792294,32.2490309931942,12.041594578792294,228,243,300,244
53,5,246,251,317,254,31.40063693621516,11.180339887498947,32.2490309931942,12.041594578792294,229,243,301,243
230,0,246,251,316,255,30.26549190084311,11.045361017187261,32.14031735997639,11.045361017187261,229,243,300,245
445,0,246,251,317,254,30.413812651491096,11.045361017187261,32.2490309931942,12.041594578792294,229,242,301,243
605,0,247,251,317,254,31.40063693621516,12.041594578792294,32.14031735997639,11.045361017187261,229,243,301,244
605,0,247,252,317,255,32.38826948140329,11.045361017187261,32.2490309931942,11.045361017187261,228,243,301,244
605,0,247,251,317,254,31.256999216175565,12.165525060596437,32.14031735997639,11.045361017187261,229,243,301,244
876,0,252,254,318,255,31.40063693621516,11.045361017187261,32.0624390837628,11.0,229,244,301,246
934,0,252,253,319,255,31.40063693621516,12.041594578792294,33.24154027718932,12.041594578792294,229,243,301,244
934,0,254,254,324,253,31.40063693621516,12.165525060596437,32.14031735997639,12.041594578792294,230,243,302,245
991,0,253,254,319,256,30.413812651491096,10.19803902718557,32.0624390837628,11.0,230,244,301,247
1198,0,251,252,325,253,31.40063693621516,11.180339887498947,32.14031735997639,11.045361017187261,230,243,302,245
1314,0,256,253,327,254,31.40063693621516,12.041594578792294,33.13608305156178,12.041594578792294,231,243,303,245
1365,6,257,254,328,254,31.57530680769389,10.04987562112089,32.0624390837628,11.0,232,243,303,247
1365,7,259,255,329,256,30.413812651491096,10.19803902718557,30.01666203960727,10.04987562112089,234,245,304,250
1365,7,259,253,331,254,31.40063693621516,11.180339887498947,32.0624390837628,11.0,234,243,307,246
1359,7,264,255,335,256,31.57530680769389,9.055385138137417,30.01666203960727,10.0,238,245,308,249
1349,9,265,258,330,261,29.068883707497264,7.280109889280519,29.0,7.0,242,249,311,252
1345,9,266,254,338,254,30.413812651491096,10.04987562112089,31.064449134018133,10.04987562112089,242,244,313,247
1343,9,267,253,338,253,31.57530680769389,11.180339887498947,31.064449134018133,11.0,242,242,314,245
1343,9,267,254,339,253,31.57530680769389,12.165525060596437,32.2490309931942,12.0,242,242,314,245
