CursorX,CursorY,LeftX,RightX,LeftY,RightY,LeftW,LeftH,RighttW,RightH
10,14,269,209,339,213,29.27456233660889,10.04987562112089,32.2490309931942,11.180339887498947
10,14,266,211,336,210,29.017236257093817,8.06225774829855,31.256999216175565,9.055385138137417
10,14,270,210,339,209,29.1547594742265,10.0,30.26549190084311,10.04987562112089
10,14,271,210,342,213,29.27456233660889,11.0,31.256999216175565,11.045361017187261
10,14,273,210,343,212,30.26549190084311,10.04987562112089,31.256999216175565,11.045361017187261
10,14,273,212,342,215,31.256999216175565,10.04987562112089,32.2490309931942,11.045361017187261
10,14,271,213,343,215,30.26549190084311,10.0,32.2490309931942,12.165525060596437
10,14,273,215,344,216,31.256999216175565,11.045361017187261,31.256999216175565,11.045361017187261
10,14,273,216,344,217,32.38826948140329,11.045361017187261,32.2490309931942,11.045361017187261
10,14,272,215,345,216,31.40063693621516,10.04987562112089,32.38826948140329,11.045361017187261
10,14,271,215,342,218,31.40063693621516,10.04987562112089,32.38826948140329,11.180339887498947
10,14,270,215,343,216,31.256999216175565,10.04987562112089,32.2490309931942,11.045361017187261
10,14,269,218,341,217,30.26549190084311,10.04987562112089,33.24154027718932,11.045361017187261
10,14,269,217,343,218,30.26549190084311,9.055385138137417,32.2490309931942,11.045361017187261
10,14,268,215,343,216,30.413812651491096,10.19803902718557,32.2490309931942,11.180339887498947
10,14,270,215,343,217,31.40063693621516,10.04987562112089,32.38826948140329,12.041594578792294
10,14,271,215,341,217,31.40063693621516,10.04987562112089,32.2490309931942,12.165525060596437
10,14,270,214,343,216,31.40063693621516,10.04987562112089,33.37663853655727,11.180339887498947
10,14,270,214,342,216,31.40063693621516,11.180339887498947,33.24154027718932,11.180339887498947
10,14,269,212,343,215,31.40063693621516,11.045361017187261,32.2490309931942,11.045361017187261
10,14,271,212,343,214,29.27456233660889,10.04987562112089,31.144823004794876,10.04987562112089
10,14,270,209,343,212,30.26549190084311,11.045361017187261,31.144823004794876,11.045361017187261
10,14,272,208,343,211,30.26549190084311,10.04987562112089,31.256999216175565,11.045361017187261
10,14,273,208,342,210,29.27456233660889,9.0,31.256999216175565,10.19803902718557
10,14,270,211,341,213,30.14962686336267,10.04987562112089,31.144823004794876,10.04987562112089
10,14,271,212,342,215,31.256999216175565,10.04987562112089,31.256999216175565,10.04987562112089
10,14,269,212,343,215,30.26549190084311,9.055385138137417,31.256999216175565,11.045361017187261
10,14,271,213,342,215,31.40063693621516,10.04987562112089,31.256999216175565,10.04987562112089
10,14,270,213,342,215,30.26549190084311,10.04987562112089,32.2490309931942,11.045361017187261
10,14,272,215,342,216,31.40063693621516,10.04987562112089,33.37663853655727,11.045361017187261
10,14,269,215,342,217,31.40063693621516,11.045361017187261,33.37663853655727,11.180339887498947
10,14,268,217,341,218,31.256999216175565,11.045361017187261,33.37663853655727,11.180339887498947
10,14,268,215,342,215,31.40063693621516,10.04987562112089,32.38826948140329,10.19803902718557
10,14,268,214,341,215,31.256999216175565,10.04987562112089,32.38826948140329,11.045361017187261
10,14,268,212,341,213,30.413812651491096,10.04987562112089,32.2490309931942,11.045361017187261
10,14,269,210,342,212,30.26549190084311,10.04987562112089,32.2490309931942,11.045361017187261
10,14,271,210,343,212,30.26549190084311,10.04987562112089,31.256999216175565,11.045361017187261
10,14,270,208,342,211,30.26549190084311,9.055385138137417,31.144823004794876,10.04987562112089
10,14,272,208,343,210,30.14962686336267,10.04987562112089,31.256999216175565,10.04987562112089
10,14,272,206,341,208,29.1547594742265,10.04987562112089,30.14962686336267,10.04987562112089
10,14,271,206,340,206,29.068883707497264,10.04987562112089,31.144823004794876,10.04987562112089
10,14,270,205,340,207,29.1547594742265,10.04987562112089,30.14962686336267,10.04987562112089
10,14,271,206,341,208,29.1547594742265,10.04987562112089,30.14962686336267,10.04987562112089
10,14,272,208,341,209,29.1547594742265,9.0,30.26549190084311,10.04987562112089
10,14,273,208,341,210,30.14962686336267,10.0,31.256999216175565,10.04987562112089
10,14,273,208,342,210,30.26549190084311,10.04987562112089,32.14031735997639,10.04987562112089
10,14,271,211,343,213,30.14962686336267,10.04987562112089,31.144823004794876,10.04987562112089
10,14,271,212,343,213,30.413812651491096,10.04987562112089,31.256999216175565,11.045361017187261
10,14,271,213,342,214,30.26549190084311,10.04987562112089,32.2490309931942,10.19803902718557
10,14,271,211,342,213,30.26549190084311,10.04987562112089,32.2490309931942,11.045361017187261
10,14,271,213,343,214,29.27456233660889,8.06225774829855,31.256999216175565,9.055385138137417
10,14,271,212,343,214,30.26549190084311,9.055385138137417,31.40063693621516,10.19803902718557
10,14,270,212,343,214,30.26549190084311,10.04987562112089,32.2490309931942,11.045361017187261
10,14,271,211,343,214,30.26549190084311,10.04987562112089,31.256999216175565,10.19803902718557
10,14,270,211,343,214,29.427877939124325,10.04987562112089,32.14031735997639,10.04987562112089
10,14,271,211,343,214,31.40063693621516,10.04987562112089,32.2490309931942,11.045361017187261
10,14,271,211,342,213,31.256999216175565,10.04987562112089,31.256999216175565,11.180339887498947
10,14,272,212,344,213,29.27456233660889,8.0,30.06659275674582,9.055385138137417
10,14,270,210,342,212,29.1547594742265,10.04987562112089,32.2490309931942,10.04987562112089
10,14,270,210,342,212,30.26549190084311,10.04987562112089,31.256999216175565,10.04987562112089
10,14,271,210,342,212,29.27456233660889,10.04987562112089,31.256999216175565,10.04987562112089
10,14,272,210,343,213,30.26549190084311,10.04987562112089,31.256999216175565,10.19803902718557
10,14,271,211,342,212,31.40063693621516,11.0,32.38826948140329,10.04987562112089
10,14,271,211,342,213,29.27456233660889,9.055385138137417,31.256999216175565,10.04987562112089
10,14,274,211,344,213,30.26549190084311,9.055385138137417,32.14031735997639,10.04987562112089
10,14,273,212,343,214,30.26549190084311,10.0,31.256999216175565,10.04987562112089
10,14,271,212,343,214,29.1547594742265,10.0,31.256999216175565,10.04987562112089
10,14,271,211,342,214,30.26549190084311,10.0,31.144823004794876,10.04987562112089
10,14,270,211,342,214,30.26549190084311,10.04987562112089,31.256999216175565,11.045361017187261
10,14,267,211,340,212,28.160255680657446,8.06225774829855,30.14962686336267,8.0
10,14,270,211,340,213,30.26549190084311,10.04987562112089,31.256999216175565,9.219544457292889
10,14,272,208,340,209,29.1547594742265,9.0,31.144823004794876,9.055385138137417
10,14,270,208,340,210,28.160255680657446,10.0,30.14962686336267,9.219544457292889
10,14,270,210,339,211,30.14962686336267,10.04987562112089,30.26549190084311,10.04987562112089
10,14,268,213,341,214,30.26549190084311,10.04987562112089,31.40063693621516,10.04987562112089
10,14,269,213,340,216,30.26549190084311,10.04987562112089,31.40063693621516,11.045361017187261
10,14,270,215,342,216,30.26549190084311,10.04987562112089,31.256999216175565,11.180339887498947
10,14,271,215,342,217,30.26549190084311,10.04987562112089,32.38826948140329,11.045361017187261
10,14,269,217,342,218,31.40063693621516,11.045361017187261,31.256999216175565,11.180339887498947
10,14,269,220,342,220,31.256999216175565,10.04987562112089,32.38826948140329,11.180339887498947
10,14,267,221,342,222,31.256999216175565,11.045361017187261,32.38826948140329,11.045361017187261
10,14,267,221,341,221,32.38826948140329,12.041594578792294,32.55764119219941,12.165525060596437
10,14,268,219,342,220,31.40063693621516,11.045361017187261,32.38826948140329,12.041594578792294
10,14,270,216,344,218,31.40063693621516,11.045361017187261,32.38826948140329,11.180339887498947
10,14,270,215,344,218,30.413812651491096,11.045361017187261,31.256999216175565,12.165525060596437
10,14,272,213,341,216,30.26549190084311,10.0,31.256999216175565,11.180339887498947
10,14,274,212,342,213,30.26549190084311,10.0,31.144823004794876,11.045361017187261
10,14,273,212,343,214,30.14962686336267,11.045361017187261,31.256999216175565,10.04987562112089
10,14,273,213,342,214,31.144823004794876,11.045361017187261,31.256999216175565,10.04987562112089
10,14,272,214,342,215,31.256999216175565,10.04987562112089,31.256999216175565,11.045361017187261
10,14,272,215,343,215,31.40063693621516,10.04987562112089,32.38826948140329,11.045361017187261
10,14,272,215,344,216,31.256999216175565,12.041594578792294,32.38826948140329,12.165525060596437
10,14,273,215,345,216,31.256999216175565,11.045361017187261,32.38826948140329,11.045361017187261
10,14,273,215,345,217,31.40063693621516,11.045361017187261,31.40063693621516,11.045361017187261
10,14,273,214,345,217,31.40063693621516,11.045361017187261,32.2490309931942,10.19803902718557
10,14,272,214,347,216,32.38826948140329,11.180339887498947,32.38826948140329,12.165525060596437
10,14,271,216,345,217,31.256999216175565,10.04987562112089,31.256999216175565,10.19803902718557
10,14,272,214,344,216,31.40063693621516,10.0,32.2490309931942,11.180339887498947
10,14,272,214,345,215,31.40063693621516,10.04987562112089,32.38826948140329,11.045361017187261
10,14,272,214,345,215,31.256999216175565,11.045361017187261,32.2490309931942,10.04987562112089
10,14,272,213,345,215,31.40063693621516,10.04987562112089,32.2490309931942,12.041594578792294
10,14,271,213,344,214,31.40063693621516,10.04987562112089,32.38826948140329,11.045361017187261
10,14,272,215,344,217,29.1547594742265,9.055385138137417,31.144823004794876,9.055385138137417
10,14,272,213,345,215,31.256999216175565,10.04987562112089,32.2490309931942,10.04987562112089
10,14,271,213,346,215,31.40063693621516,10.04987562112089,32.14031735997639,10.04987562112089
10,14,274,212,345,215,31.40063693621516,10.0,32.38826948140329,11.045361017187261
10,14,272,212,345,213,30.413812651491096,10.04987562112089,32.2490309931942,11.045361017187261
10,14,273,212,344,213,31.40063693621516,10.04987562112089,32.2490309931942,11.045361017187261
10,14,272,212,344,214,30.26549190084311,9.055385138137417,31.144823004794876,10.04987562112089
10,14,273,212,345,214,31.256999216175565,9.055385138137417,32.14031735997639,10.04987562112089
10,14,274,211,345,213,30.26549190084311,11.045361017187261,31.256999216175565,11.0
10,14,273,211,344,213,31.256999216175565,10.04987562112089,31.256999216175565,11.045361017187261
10,14,272,211,345,213,30.14962686336267,10.04987562112089,32.2490309931942,11.045361017187261
10,14,273,212,345,214,31.256999216175565,12.041594578792294,32.2490309931942,12.041594578792294
10,14,272,212,345,213,30.26549190084311,11.045361017187261,32.2490309931942,11.045361017187261
10,14,273,211,345,214,30.413812651491096,10.0,31.256999216175565,10.04987562112089
10,14,270,211,344,214,31.256999216175565,10.04987562112089,31.256999216175565,10.04987562112089
10,14,272,211,345,214,30.26549190084311,10.04987562112089,32.2490309931942,11.045361017187261
10,14,272,212,345,214,30.26549190084311,10.0,32.2490309931942,11.045361017187261
10,14,272,211,344,213,31.40063693621516,11.045361017187261,33.37663853655727,11.180339887498947
10,14,274,213,346,215,30.14962686336267,9.055385138137417,31.144823004794876,10.19803902718557
10,14,272,212,345,214,30.413812651491096,10.04987562112089,32.2490309931942,11.045361017187261
10,14,272,212,345,215,30.14962686336267,10.04987562112089,32.2490309931942,11.045361017187261
10,14,271,213,345,214,30.26549190084311,11.045361017187261,32.2490309931942,11.045361017187261
10,14,264,212,339,214,30.14962686336267,10.04987562112089,31.144823004794876,10.04987562112089
10,14,265,214,337,214,31.256999216175565,11.045361017187261,31.256999216175565,11.045361017187261
10,14,263,215,337,216,30.14962686336267,10.04987562112089,32.2490309931942,10.04987562112089
10,14,267,213,340,215,30.26549190084311,11.045361017187261,32.38826948140329,11.045361017187261
10,14,272,214,344,216,31.256999216175565,10.04987562112089,32.38826948140329,11.045361017187261
10,14,274,213,347,215,30.26549190084311,10.04987562112089,31.256999216175565,10.04987562112089
10,14,273,212,345,214,31.40063693621516,10.04987562112089,32.38826948140329,11.045361017187261
10,14,272,213,346,213,30.26549190084311,10.04987562112089,31.256999216175565,11.045361017187261
10,14,273,211,345,213,29.27456233660889,10.04987562112089,31.064449134018133,10.04987562112089
10,14,273,211,346,213,29.27456233660889,9.055385138137417,32.14031735997639,11.045361017187261
10,14,274,208,345,212,31.40063693621516,11.180339887498947,31.144823004794876,11.045361017187261
10,14,273,208,345,211,29.27456233660889,9.219544457292889,32.14031735997639,10.0
10,14,273,208,345,211,29.427877939124325,10.04987562112089,31.256999216175565,11.045361017187261
10,14,274,208,344,211,30.413812651491096,9.055385138137417,31.144823004794876,11.045361017187261
10,14,273,209,346,211,31.40063693621516,11.180339887498947,32.14031735997639,12.041594578792294
10,14,273,208,345,211,30.26549190084311,9.055385138137417,31.064449134018133,10.04987562112089
10,14,275,210,347,212,30.26549190084311,9.055385138137417,31.144823004794876,9.0
10,14,274,208,346,211,30.413812651491096,9.055385138137417,32.14031735997639,10.04987562112089
10,14,273,207,345,210,28.284271247461902,9.055385138137417,30.14962686336267,9.055385138137417
10,14,275,206,345,210,30.26549190084311,10.04987562112089,32.14031735997639,11.0
10,14,274,209,346,212,30.26549190084311,9.0,31.144823004794876,9.055385138137417
10,14,274,209,346,212,30.26549190084311,10.04987562112089,31.064449134018133,10.0
10,14,273,208,344,212,30.26549190084311,9.055385138137417,31.144823004794876,10.0
10,14,273,209,345,212,30.413812651491096,10.04987562112089,32.14031735997639,10.04987562112089
10,14,274,208,346,212,30.26549190084311,11.045361017187261,31.144823004794876,11.045361017187261
10,14,275,209,345,213,31.40063693621516,11.180339887498947,32.2490309931942,11.045361017187261
10,14,273,209,346,212,30.413812651491096,10.04987562112089,32.14031735997639,11.045361017187261
10,14,275,207,346,211,31.256999216175565,10.04987562112089,31.144823004794876,11.045361017187261
10,14,275,206,345,211,30.413812651491096,11.045361017187261,32.14031735997639,11.045361017187261
10,14,277,205,347,209,30.26549190084311,10.04987562112089,31.064449134018133,10.04987562112089
10,14,277,204,349,208,29.27456233660889,9.055385138137417,31.064449134018133,11.045361017187261
10,14,276,201,347,205,29.427877939124325,9.055385138137417,31.144823004794876,11.0
10,14,275,203,347,207,30.413812651491096,10.04987562112089,32.14031735997639,11.045361017187261
10,14,275,206,348,211,29.427877939124325,9.055385138137417,31.064449134018133,11.045361017187261
10,14,275,205,346,210,29.427877939124325,10.19803902718557,31.144823004794876,11.0
10,14,276,205,346,210,31.40063693621516,10.19803902718557,32.14031735997639,11.0
10,14,275,205,346,209,30.26549190084311,10.04987562112089,32.0624390837628,11.0
10,14,275,206,346,211,30.413812651491096,11.045361017187261,31.144823004794876,12.0
10,14,273,205,346,211,30.413812651491096,11.045361017187261,32.14031735997639,11.0
10,14,275,207,344,211,30.26549190084311,9.055385138137417,31.144823004794876,10.04987562112089
10,14,275,207,346,211,30.26549190084311,10.04987562112089,31.144823004794876,11.045361017187261
10,14,275,207,346,211,29.427877939124325,10.19803902718557,31.256999216175565,11.045361017187261
10,14,275,207,345,211,30.59411708155671,10.19803902718557,31.144823004794876,11.045361017187261
10,14,274,207,345,211,30.413812651491096,10.04987562112089,31.144823004794876,11.045361017187261
10,14,275,208,344,212,29.27456233660889,9.055385138137417,31.144823004794876,10.0
10,14,275,207,345,211,29.61418578992169,10.19803902718557,31.144823004794876,11.045361017187261
10,14,270,207,341,210,29.27456233660889,10.04987562112089,31.144823004794876,10.04987562112089
10,14,271,208,340,210,29.1547594742265,10.0,31.144823004794876,10.04987562112089
10,14,274,207,343,211,29.427877939124325,10.04987562112089,31.256999216175565,12.041594578792294
10,14,275,207,346,212,29.427877939124325,11.045361017187261,31.064449134018133,11.0
10,14,273,208,345,213,30.413812651491096,9.055385138137417,31.144823004794876,10.04987562112089
10,14,275,207,345,212,28.635642126552703,10.04987562112089,31.144823004794876,11.045361017187261
10,14,273,209,346,213,29.427877939124325,10.19803902718557,31.144823004794876,10.0
10,14,274,208,345,213,30.26549190084311,10.19803902718557,32.14031735997639,10.04987562112089
10,14,275,210,346,214,30.26549190084311,9.055385138137417,31.144823004794876,10.04987562112089
10,14,274,209,346,213,30.413812651491096,10.04987562112089,31.064449134018133,11.045361017187261
10,14,274,208,344,212,30.413812651491096,10.04987562112089,32.14031735997639,11.0
10,14,274,207,345,212,30.413812651491096,10.04987562112089,31.144823004794876,11.045361017187261
10,14,276,206,347,212,29.27456233660889,10.04987562112089,31.144823004794876,10.0
10,14,277,210,348,214,29.27456233660889,9.219544457292889,31.064449134018133,10.04987562112089
10,14,271,210,347,214,30.26549190084311,11.045361017187261,32.14031735997639,11.0
10,14,276,210,349,214,30.26549190084311,9.055385138137417,31.144823004794876,11.045361017187261
10,14,276,210,348,215,31.40063693621516,10.19803902718557,32.14031735997639,10.04987562112089
10,14,277,209,347,214,31.40063693621516,10.19803902718557,32.0624390837628,10.04987562112089
10,14,275,208,347,213,30.59411708155671,11.180339887498947,31.144823004794876,12.041594578792294
10,14,275,207,346,212,29.427877939124325,10.04987562112089,31.144823004794876,11.045361017187261
10,14,273,206,344,210,29.427877939124325,10.19803902718557,32.14031735997639,12.0
10,14,270,209,340,211,29.1547594742265,9.055385138137417,31.144823004794876,10.04987562112089
10,14,271,207,342,210,30.26549190084311,10.04987562112089,31.144823004794876,10.19803902718557
10,14,272,207,342,210,30.26549190084311,10.04987562112089,31.144823004794876,10.04987562112089
10,14,273,205,342,208,30.26549190084311,10.0,31.064449134018133,10.04987562112089
10,14,272,210,343,212,30.26549190084311,10.04987562112089,31.256999216175565,10.04987562112089
10,14,274,210,344,213,30.26549190084311,11.045361017187261,31.256999216175565,11.045361017187261
10,14,274,209,344,213,31.256999216175565,10.19803902718557,32.38826948140329,11.045361017187261
10,14,279,208,350,214,30.59411708155671,9.055385138137417,31.064449134018133,11.0
10,14,281,207,351,215,29.61418578992169,10.19803902718557,31.064449134018133,10.04987562112089
10,14,281,207,351,215,29.61418578992169,9.219544457292889,31.016124838541643,10.0
10,14,280,207,350,215,29.61418578992169,10.19803902718557,31.064449134018133,11.045361017187261
10,14,274,210,346,213,29.27456233660889,9.055385138137417,31.144823004794876,10.04987562112089
10,14,272,210,342,214,30.26549190084311,10.04987562112089,31.256999216175565,10.19803902718557
10,14,271,211,341,213,30.26549190084311,11.045361017187261,32.2490309931942,11.045361017187261
10,14,269,211,341,213,29.27456233660889,11.0,31.256999216175565,11.045361017187261
10,14,270,211,339,213,30.26549190084311,10.0,32.38826948140329,11.180339887498947
10,14,271,211,341,213,30.26549190084311,11.0,31.256999216175565,12.165525060596437
10,14,271,211,341,213,29.27456233660889,10.0,31.144823004794876,10.04987562112089
10,14,276,211,345,214,29.27456233660889,10.19803902718557,30.14962686336267,11.0
10,14,276,207,344,211,30.26549190084311,10.04987562112089,30.06659275674582,10.0
10,14,277,207,346,211,29.427877939124325,9.219544457292889,31.144823004794876,10.04987562112089
10,14,275,207,347,212,30.413812651491096,10.19803902718557,31.144823004794876,10.0
10,14,276,208,348,214,30.413812651491096,10.04987562112089,31.144823004794876,11.045361017187261
10,14,275,209,346,214,30.413812651491096,10.19803902718557,31.064449134018133,11.0
10,14,274,208,346,213,29.27456233660889,10.04987562112089,31.144823004794876,10.04987562112089
10,14,274,208,344,211,30.26549190084311,10.04987562112089,32.14031735997639,11.045361017187261
10,14,274,208,345,212,30.26549190084311,11.045361017187261,31.256999216175565,11.045361017187261
10,14,273,208,345,212,30.26549190084311,11.045361017187261,31.144823004794876,11.045361017187261
10,14,274,207,342,211,29.27456233660889,11.045361017187261,31.144823004794876,11.045361017187261
10,14,276,206,344,210,29.27456233660889,10.19803902718557,30.14962686336267,11.0
10,14,276,212,344,216,30.413812651491096,11.180339887498947,31.256999216175565,12.165525060596437
10,14,274,214,344,217,30.413812651491096,10.04987562112089,32.38826948140329,11.180339887498947
10,14,274,216,346,219,30.59411708155671,9.055385138137417,32.2490309931942,11.045361017187261
10,14,273,215,344,218,31.40063693621516,10.04987562112089,32.38826948140329,11.180339887498947
